ID,Delivery_person_ID,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,City,Type_of_vehicle,Vehicle_condition,multiple_deliveries,Time_taken (min),city_code,order_date,order_time,pickup_time,order_hour,time_taken_min
0x5a49,MUMRES20DEL02,19.103249,72.846749,19.153249,72.896749,17-03-2022,17:40,17:50,Stormy,Medium,Metropolitian,motorcycle,1,1.0,25,MUM,2022-03-17,17:40:00,17:50:00,17.0,25
0x6871,INDORES14DEL02,22.761593,75.886362,22.841593,75.966362,16-03-2022,23:20,23:35,Cloudy,Low,Metropolitian,motorcycle,0,1.0,35,INDO,2022-03-16,23:20:00,23:35:00,23.0,35
0xb4de,MUMRES18DEL01,19.1093,72.825451,19.1493,72.865451,13-03-2022,12:55,0.541666667,Fog,High,Metropolitian,motorcycle,0,1.0,24,MUM,2022-03-13,12:55:00,,12.0,24
0x4a1d,COIMBRES01DEL03,11.016298,76.972076,11.076298,77.032076,24-03-2022,22:40,22:45,Fog,Low,Metropolitian,motorcycle,0,1.0,29,COIMB,2022-03-24,22:40:00,22:45:00,22.0,29
0x97a4,INDORES08DEL02,22.725748,75.898497,22.855747,76.028497,14-03-2022,23:25,23:40,Fog,Low,Metropolitian,scooter,1,1.0,36,INDO,2022-03-14,23:25:00,23:40:00,23.0,36
0x8cd4,SURRES15DEL01,21.160522,72.771477,21.270522,72.881477,25-03-2022,18:45,0.791666667,Windy,Medium,Metropolitian,motorcycle,2,1.0,33,SUR,2022-03-25,18:45:00,,18.0,33
0xb6af,PUNERES14DEL01,18.516216,73.842527,18.626216,73.952527,27-03-2022,18:35,18:40,Cloudy,Medium,Urban,motorcycle,0,2.0,46,PUNE,2022-03-27,18:35:00,18:40:00,18.0,46
0x8245,RANCHIRES06DEL01,23.357804,85.325146,23.397804,85.365146,24-03-2022,13:40,13:45,Fog,High,Urban,scooter,1,1.0,32,RANCHI,2022-03-24,13:40:00,13:45:00,13.0,32
0x67ce,JAPRES07DEL01,26.766536,75.837333,26.876536,75.947333,29-03-2022,17:15,17:25,Fog,Medium,Metropolitian,motorcycle,0,3.0,49,JAP,2022-03-29,17:15:00,17:25:00,17.0,49
0x8ffe,CHENRES05DEL01,13.058616,80.264151,13.128616,80.334151,06-03-2022,19:50,0.833333333,Sandstorms,Jam,Metropolitian,motorcycle,0,1.0,37,CHEN,2022-03-06,19:50:00,,19.0,37
0xc2a,SURRES07DEL03,21.170798,72.790489,21.260798,72.880489,10-03-2022,21:50,21:55,Sandstorms,Jam,Urban,motorcycle,1,0.0,22,SUR,2022-03-10,21:50:00,21:55:00,21.0,22
0xa637,HYDRES01DEL03,17.410371,78.437225,17.470371,78.497225,05-04-2022,19:10,19:20,Windy,Jam,Metropolitian,scooter,2,1.0,26,HYD,2022-04-05,19:10:00,19:20:00,19.0,26
0x4cc9,COIMBRES08DEL02,11.001852,76.976268,11.051852,77.026268,26-03-2022,21:25,21:40,Sunny,Jam,Metropolitian,motorcycle,0,0.0,21,COIMB,2022-03-26,21:25:00,21:40:00,21.0,21
0x701f,INDORES18DEL02,22.753839,75.897429,22.773839,75.917429,05-03-2022,10:30,10:40,Stormy,Low,Metropolitian,motorcycle,0,0.0,27,INDO,2022-03-05,10:30:00,10:40:00,10.0,27
0xdfc1,KOCRES08DEL03,9.985497,76.276999,10.045497,76.336999,11-02-2022,17:15,17:25,Windy,Medium,Metropolitian,motorcycle,0,1.0,16,KOC,2022-02-11,17:15:00,17:25:00,17.0,16
0xa342,CHENRES14DEL03,13.026279,80.174568,13.116279,80.264568,14-03-2022,20:30,20:35,Fog,Jam,Urban,motorcycle,1,1.0,30,CHEN,2022-03-14,20:30:00,20:35:00,20.0,30
0x9799,MYSRES16DEL02,12.316967,76.603067,12.336967,76.623067,19-03-2022,10:10,10:20,Sunny,Low,Metropolitian,electric_scooter,2,0.0,18,MYS,2022-03-19,10:10:00,10:20:00,10.0,18
0x91d3,VADRES06DEL03,22.31279,73.170283,22.37279,73.230283,05-04-2022,23:40,23:55,Cloudy,Low,Metropolitian,motorcycle,0,1.0,16,VAD,2022-04-05,23:40:00,23:55:00,23.0,16
0xb940,JAPRES18DEL01,26.913987,75.752891,26.983987,75.822891,20-03-2022,22:10,22:15,Windy,Low,Metropolitian,scooter,1,0.0,15,JAP,2022-03-20,22:10:00,22:15:00,22.0,15
0x1aed,RANCHIRES15DEL03,23.369746,85.33982,23.459746,85.42982,16-03-2022,23:25,23:35,Stormy,Low,Metropolitian,scooter,1,0.0,11,RANCHI,2022-03-16,23:25:00,23:35:00,23.0,11
0x7560,HYDRES15DEL01,17.45971,78.368855,17.49971,78.408855,07-03-2022,14:10,14:25,Sandstorms,High,Urban,motorcycle,2,1.0,29,HYD,2022-03-07,14:10:00,14:25:00,14.0,29
0xaaca,SURRES17DEL01,21.149569,72.772697,21.259569,72.882697,06-03-2022,22:40,22:55,Cloudy,Low,Metropolitian,electric_scooter,2,1.0,26,SUR,2022-03-06,22:40:00,22:55:00,22.0,26
0x6aec,MUMRES15DEL03,19.176269,72.836721,19.236269,72.896721,01-04-2022,17:15,17:30,Fog,Medium,Metropolitian,motorcycle,0,1.0,23,MUM,2022-04-01,17:15:00,17:30:00,17.0,23
0xb32f,INDORES02DEL02,22.651847,75.881991,22.671847,75.901991,11-03-2022,11:40,11:45,Windy,High,Metropolitian,scooter,1,1.0,11,INDO,2022-03-11,11:40:00,11:45:00,11.0,11
0x70f4,PUNERES06DEL01,18.546258,73.904337,18.586258,73.944337,05-04-2022,15:50,0.666666667,Sandstorms,Medium,Urban,scooter,1,1.0,25,PUNE,2022-04-05,15:50:00,,15.0,25
0xb2cc,JAPRES13DEL03,26.846156,75.8023,26.876156,75.8323,01-04-2022,23:55,1,Fog,Low,Metropolitian,motorcycle,0,1.0,21,JAP,2022-04-01,23:55:00,,23.0,21
0x4678,INDORES03DEL01,22.751857,75.866699,22.761857,75.876699,05-03-2022,08:15,08:30,Sunny,Low,Metropolitian,motorcycle,0,1.0,24,INDO,2022-03-05,08:15:00,08:30:00,8.0,24
0xac77,COIMBRES05DEL02,11.022169,76.999594,11.042169,77.019594,26-03-2022,09:10,09:25,Windy,Low,Urban,scooter,2,0.0,11,COIMB,2022-03-26,09:10:00,09:25:00,9.0,11
0x9e04,VADRES11DEL02,22.308096,73.167753,22.438096,73.297753,25-03-2022,22:25,22:30,Cloudy,Low,Metropolitian,motorcycle,0,1.0,37,VAD,2022-03-25,22:25:00,22:30:00,22.0,37
0xd679,GOARES08DEL01,15.556561,73.763633,15.596561,73.803633,13-02-2022,14:35,14:45,Fog,High,Metropolitian,electric_scooter,2,1.0,33,GOA,2022-02-13,14:35:00,14:45:00,14.0,33
0xa3e2,VADRES20DEL03,22.311358,73.164798,22.371358,73.224798,15-03-2022,18:20,18:35,Windy,Medium,Metropolitian,motorcycle,0,0.0,27,VAD,2022-03-15,18:20:00,18:35:00,18.0,27
0xce11,LUDHRES03DEL01,30.88722,75.804893,30.89722,75.814893,15-02-2022,10:50,10:55,Stormy,Low,Metropolitian,scooter,2,1.0,13,LUDH,2022-02-15,10:50:00,10:55:00,10.0,13
0xd42b,GOARES06DEL03,15.56155,73.749092,15.62155,73.809092,11-02-2022,23:45,23:50,Cloudy,Low,Metropolitian,scooter,1,1.0,15,GOA,2022-02-11,23:45:00,23:50:00,23.0,15
0xb157,RANCHIRES07DEL01,23.359407,85.325055,23.369407,85.335055,09-03-2022,11:15,11:20,Sunny,High,Metropolitian,motorcycle,0,1.0,44,RANCHI,2022-03-09,11:15:00,11:20:00,11.0,44
0xd500,KNPRES07DEL01,26.472001,80.354002,26.542001,80.424002,16-02-2022,18:10,18:25,Sunny,Medium,Urban,motorcycle,1,0.0,10,KNP,2022-02-16,18:10:00,18:25:00,18.0,10
0xd422,KOLRES06DEL03,22.533662,88.366217,22.563662,88.396217,17-02-2022,22:35,22:40,Stormy,Low,Urban,motorcycle,0,1.0,25,KOL,2022-02-17,22:35:00,22:40:00,22.0,25
0x6fa6,HYDRES08DEL01,17.438263,78.397865,17.448263,78.407865,15-03-2022,11:40,11:55,Sunny,High,Metropolitian,motorcycle,0,1.0,45,HYD,2022-03-15,11:40:00,11:55:00,11.0,45
0x7190,MUMRES06DEL03,19.055831,72.833984,19.145831,72.923984,02-04-2022,19:20,19:30,Sandstorms,Jam,Urban,scooter,1,0.0,28,MUM,2022-04-02,19:20:00,19:30:00,19.0,28
0xc940,AURGRES13DEL02,19.880256,75.323503,19.930256,75.373503,13-02-2022,18:30,18:40,Sandstorms,Medium,Metropolitian,motorcycle,2,1.0,31,AURG,2022-02-13,18:30:00,18:40:00,18.0,31
0x9b37,PUNERES03DEL03,18.554382,73.798206,18.644382,73.888206,25-03-2022,17:10,17:20,Windy,Medium,Urban,scooter,2,1.0,20,PUNE,2022-03-25,17:10:00,17:20:00,17.0,20
0x9be6,HYDRES12DEL03,17.429585,78.392621,17.489585,78.452621,01-03-2022,22:50,0.958333333,Sunny,Low,Metropolitian,scooter,2,0.0,19,HYD,2022-03-01,22:50:00,,22.0,19
0x76f7,PUNERES04DEL01,18.51421,73.838429,18.62421,73.948429,29-03-2022,20:30,20:35,Fog,Jam,Metropolitian,motorcycle,1,2.0,37,PUNE,2022-03-29,20:30:00,20:35:00,20.0,37
0x6879,VADRES14DEL02,22.311603,73.165012,22.331603,73.185012,05-03-2022,08:15,08:20,Fog,Low,Metropolitian,scooter,2,0.0,15,VAD,2022-03-05,08:15:00,08:20:00,8.0,15
0x568f,CHENRES05DEL01,13.058616,80.264151,13.098616,80.304151,21-03-2022,12:35,12:50,Stormy,High,Metropolitian,electric_scooter,2,0.0,29,CHEN,2022-03-21,12:35:00,12:50:00,12.0,29
0xaa9e,CHENRES09DEL01,13.044694,80.26147,13.154694,80.37147,25-03-2022,21:20,21:25,Sandstorms,Jam,Urban,motorcycle,1,1.0,25,CHEN,2022-03-25,21:20:00,21:25:00,21.0,25
0x1cb6,COIMBRES07DEL03,10.96185,76.971082,11.02185,77.031082,01-03-2022,20:25,20:40,Sandstorms,Jam,Metropolitian,electric_scooter,2,0.0,10,COIMB,2022-03-01,20:25:00,20:40:00,20.0,10
0xdfe0,AGRRES03DEL03,27.160832,78.011608,27.190832,78.041608,13-02-2022,19:10,19:15,Windy,Jam,Metropolitian,motorcycle,0,1.0,30,AGR,2022-02-13,19:10:00,19:15:00,19.0,30
0x2de1,SURRES09DEL02,21.175975,72.795503,21.305975,72.925503,20-03-2022,20:50,21:05,Windy,Jam,Metropolitian,motorcycle,2,0.0,20,SUR,2022-03-20,20:50:00,21:05:00,20.0,20
0x2000,PUNERES12DEL01,18.520016,73.830547,18.560016,73.870547,01-03-2022,14:50,14:55,Windy,High,Urban,scooter,1,0.0,13,PUNE,2022-03-01,14:50:00,14:55:00,14.0,13
0x6be1,PUNERES08DEL03,18.53408,73.89852,18.62408,73.98852,20-03-2022,19:20,19:35,Sunny,Jam,Metropolitian,motorcycle,2,1.0,21,PUNE,2022-03-20,19:20:00,19:35:00,19.0,21
0x886f,BANGRES12DEL01,12.939496,77.625999,12.979496,77.665999,26-03-2022,16:20,16:25,Fog,Medium,Metropolitian,motorcycle,0,1.0,26,BANG,2022-03-26,16:20:00,16:25:00,16.0,26
0x3d3a,HYDRES17DEL02,17.451976,78.385883,17.501976,78.435883,28-03-2022,22:30,22:40,Fog,Low,Metropolitian,motorcycle,2,1.0,18,HYD,2022-03-28,22:30:00,22:40:00,22.0,18
0xa728,INDORES05DEL02,22.727021,75.884167,22.777021,75.934167,01-03-2022,18:25,18:35,Fog,Medium,Metropolitian,motorcycle,1,0.0,19,INDO,2022-03-01,18:25:00,18:35:00,18.0,19
0x7ee7,PUNERES08DEL02,18.53408,73.89852,18.58408,73.94852,13-03-2022,21:50,0.916666667,Sunny,Jam,Metropolitian,motorcycle,2,1.0,18,PUNE,2022-03-13,21:50:00,,21.0,18
0xb5eb,BANGRES12DEL03,12.939496,77.625999,13.029496,77.715999,02-04-2022,21:15,21:30,Fog,Jam,Metropolitian,motorcycle,0,1.0,42,BANG,2022-04-02,21:15:00,21:30:00,21.0,42
0x9698,JAPRES04DEL01,26.902328,75.794257,26.972328,75.864257,02-03-2022,20:45,20:50,Windy,Jam,Metropolitian,motorcycle,0,1.0,30,JAP,2022-03-02,20:45:00,20:50:00,20.0,30
0x22f9,PUNERES14DEL02,18.516216,73.842527,18.566216,73.892527,05-04-2022,22:45,22:55,Windy,Low,Metropolitian,motorcycle,2,1.0,21,PUNE,2022-04-05,22:45:00,22:55:00,22.0,21
0xe1de,KOCRES20DEL03,9.979186,76.317361,10.009186,76.347361,13-02-2022,23:35,23:50,Sunny,Low,Metropolitian,scooter,1,1.0,19,KOC,2022-02-13,23:35:00,23:50:00,23.0,19
0x239e,INDORES16DEL02,22.744648,75.894377,22.794648,75.944377,11-03-2022,18:25,18:40,Stormy,Medium,Urban,scooter,1,1.0,22,INDO,2022-03-11,18:25:00,18:40:00,18.0,22
0x14b3,HYDRES20DEL01,17.483216,78.552111,17.553216,78.622111,02-04-2022,17:35,17:40,Windy,Medium,Metropolitian,motorcycle,0,1.0,47,HYD,2022-04-02,17:35:00,17:40:00,17.0,47
0xb878,BANGRES19DEL03,12.914264,77.6784,12.944264,77.7084,17-03-2022,22:25,22:40,Fog,Low,Urban,electric_scooter,2,0.0,14,BANG,2022-03-17,22:25:00,22:40:00,22.0,14
0x64b7,RANCHIRES15DEL01,23.369746,85.33982,23.439746,85.40982,14-03-2022,22:40,22:55,Fog,Low,Metropolitian,motorcycle,0,1.0,44,RANCHI,2022-03-14,22:40:00,22:55:00,22.0,44
0x53e0,VADRES05DEL03,22.310526,73.170937,22.400526,73.260937,02-04-2022,17:55,18:10,Stormy,Medium,Metropolitian,motorcycle,1,1.0,21,VAD,2022-04-02,17:55:00,18:10:00,17.0,21
0x2f93,CHENRES07DEL02,13.081878,80.248519,13.211878,80.378519,18-03-2022,19:40,19:55,Fog,Jam,Urban,scooter,2,2.0,41,CHEN,2022-03-18,19:40:00,19:55:00,19.0,41
0x3b5e,HYDRES08DEL02,17.438263,78.397865,17.458263,78.417865,24-03-2022,08:20,08:25,Sunny,Low,Metropolitian,motorcycle,0,1.0,11,HYD,2022-03-24,08:20:00,08:25:00,8.0,11
0x94f8,PUNERES14DEL03,18.516216,73.842527,18.546216,73.872527,26-03-2022,20:45,20:50,Windy,Jam,Metropolitian,motorcycle,2,1.0,33,PUNE,2022-03-26,20:45:00,20:50:00,20.0,33
0x1b02,JAPRES010DEL03,26.921411,75.793604,27.061411,75.933604,20-03-2022,21:15,21:20,Sandstorms,Jam,Metropolitian,motorcycle,1,1.0,19,JAP,2022-03-20,21:15:00,21:20:00,21.0,19
0xd1e6,AGRRES13DEL02,27.159795,78.04299,27.289795,78.17299,12-02-2022,22:20,22:25,Sandstorms,Low,Urban,motorcycle,0,1.0,16,AGR,2022-02-12,22:20:00,22:25:00,22.0,16
0x98fd,SURRES07DEL02,21.170798,72.790489,21.250798,72.870489,04-03-2022,23:10,23:20,Stormy,Low,Metropolitian,motorcycle,0,1.0,24,SUR,2022-03-04,23:10:00,23:20:00,23.0,24
0x8e7c,RANCHIRES15DEL03,23.369746,85.33982,23.399746,85.36982,13-03-2022,19:50,19:55,Sunny,Jam,Metropolitian,scooter,1,0.0,23,RANCHI,2022-03-13,19:50:00,19:55:00,19.0,23
0x4448,JAPRES19DEL02,26.913726,75.75282,27.043726,75.88282,02-04-2022,19:35,19:40,Sandstorms,Jam,Metropolitian,scooter,2,0.0,19,JAP,2022-04-02,19:35:00,19:40:00,19.0,19
0x1022,SURRES17DEL03,21.149569,72.772697,21.239569,72.862697,25-03-2022,21:30,21:45,Stormy,Jam,Metropolitian,motorcycle,0,1.0,40,SUR,2022-03-25,21:30:00,21:45:00,21.0,40
0x6d92,SURRES05DEL01,21.175104,72.804342,21.285104,72.914342,02-03-2022,17:15,17:20,Sunny,Medium,Metropolitian,electric_scooter,2,0.0,15,SUR,2022-03-02,17:15:00,17:20:00,17.0,15
0x7834,BANGRES07DEL03,12.978453,77.643685,13.038453,77.703685,01-03-2022,21:20,21:25,Sandstorms,Jam,Urban,motorcycle,0,1.0,24,BANG,2022-03-01,21:20:00,21:25:00,21.0,24
0x1e64,CHENRES19DEL03,12.986047,80.218114,13.016047,80.248114,24-03-2022,23:30,23:35,Sunny,Low,Metropolitian,scooter,1,0.0,14,CHEN,2022-03-24,23:30:00,23:35:00,23.0,14
0xb343,HYDRES15DEL02,17.45971,78.368855,17.50971,78.418855,01-04-2022,19:15,19:30,Stormy,Jam,Metropolitian,scooter,1,1.0,21,HYD,2022-04-01,19:15:00,19:30:00,19.0,21
0x8e2b,PUNERES18DEL02,18.593481,73.785901,18.673481,73.865901,29-03-2022,21:25,21:30,Sunny,Jam,Urban,scooter,2,0.0,10,PUNE,2022-03-29,21:25:00,21:30:00,21.0,10
0x52a5,HYDRES19DEL01,17.458998,78.500366,17.498998,78.540366,03-04-2022,14:45,0.625,Fog,High,Metropolitian,motorcycle,0,0.0,27,HYD,2022-04-03,14:45:00,,14.0,27
0x6ff1,JAPRES08DEL02,26.910262,75.783013,26.990262,75.863013,16-03-2022,20:10,20:15,Stormy,Jam,Metropolitian,scooter,2,1.0,29,JAP,2022-03-16,20:10:00,20:15:00,20.0,29
0x8608,SURRES08DEL01,21.173343,72.792731,21.183343,72.802731,01-03-2022,11:25,11:30,Cloudy,High,Metropolitian,scooter,1,1.0,28,SUR,2022-03-01,11:25:00,11:30:00,11.0,28
0x289f,MYSRES13DEL01,12.310972,76.659264,12.320972,76.669264,03-03-2022,08:10,08:15,Sandstorms,Low,Metropolitian,motorcycle,0,1.0,29,MYS,2022-03-03,08:10:00,08:15:00,8.0,29
0x2fbb,SURRES19DEL01,21.149669,72.772629,21.259669,72.882629,23-03-2022,18:55,0.791666667,Fog,Medium,Semi-Urban,motorcycle,0,1.0,44,SUR,2022-03-23,18:55:00,,18.0,44
0xc5ab,ALHRES16DEL03,25.450377,81.834236,25.480377,81.864236,15-02-2022,17:55,18:05,Sunny,Medium,Metropolitian,motorcycle,0,,16,ALH,2022-02-15,17:55:00,18:05:00,17.0,16
0x8d3d,SURRES16DEL02,21.160437,72.774209,21.180437,72.794209,28-03-2022,10:10,10:15,Sunny,Low,Urban,motorcycle,2,1.0,20,SUR,2022-03-28,10:10:00,10:15:00,10.0,20
0x948d,HYDRES07DEL02,17.424114,78.347554,17.554114,78.477554,25-03-2022,21:20,21:25,Fog,Jam,Metropolitian,motorcycle,0,1.0,44,HYD,2022-03-25,21:20:00,21:25:00,21.0,44
0x2a20,INDORES06DEL02,22.728163,75.884212,22.808163,75.964212,02-03-2022,23:45,1,Cloudy,Low,Metropolitian,motorcycle,1,1.0,23,INDO,2022-03-02,23:45:00,,23.0,23
0xa564,CHENRES16DEL02,13.049645,80.242268,13.179645,80.372268,14-03-2022,18:35,18:45,Windy,Medium,Metropolitian,motorcycle,1,1.0,33,CHEN,2022-03-14,18:35:00,18:45:00,18.0,33
0x6b04,MUMRES15DEL02,19.176269,72.836721,19.226269,72.886721,30-03-2022,18:10,18:25,Sunny,Medium,Metropolitian,scooter,2,1.0,16,MUM,2022-03-30,18:10:00,18:25:00,18.0,16
0x5308,PUNERES09DEL02,18.536562,73.896485,18.586562,73.946485,03-04-2022,22:45,22:55,Sandstorms,Low,Metropolitian,motorcycle,1,0.0,16,PUNE,2022-04-03,22:45:00,22:55:00,22.0,16
0x6e2e,INDORES18DEL01,22.753839,75.897429,22.763838,75.907429,26-03-2022,10:15,10:30,Sandstorms,Low,Urban,scooter,2,1.0,23,INDO,2022-03-26,10:15:00,10:30:00,10.0,23
0x434a,PUNERES12DEL03,18.520016,73.830547,18.550016,73.860547,24-03-2022,18:30,18:45,Windy,Medium,Urban,scooter,1,1.0,32,PUNE,2022-03-24,18:30:00,18:45:00,18.0,32
0x19bf,SURRES06DEL01,21.185047,72.80859,21.225047,72.84859,19-03-2022,13:55,0.583333333,Sandstorms,High,Metropolitian,motorcycle,0,1.0,34,SUR,2022-03-19,13:55:00,,13.0,34
0xd1da,AGRRES03DEL02,27.160832,78.011608,27.240832,78.091608,16-02-2022,22:15,22:25,Cloudy,Low,Metropolitian,motorcycle,1,1.0,20,AGR,2022-02-16,22:15:00,22:25:00,22.0,20
0xe1be,KOCRES01DEL02,9.979363,76.285001,10.059363,76.365001,16-02-2022,18:50,0.791666667,Cloudy,Medium,Metropolitian,scooter,2,1.0,36,KOC,2022-02-16,18:50:00,,18.0,36
0x4f3d,HYDRES01DEL03,17.410371,78.437225,17.500371,78.527225,18-03-2022,18:55,0.791666667,Sandstorms,Medium,Metropolitian,scooter,1,1.0,19,HYD,2022-03-18,18:55:00,,18.0,19
0x9494,INDORES14DEL01,22.761593,75.886362,22.871593,75.996362,04-03-2022,19:40,19:55,Fog,Jam,Metropolitian,scooter,1,1.0,44,INDO,2022-03-04,19:40:00,19:55:00,19.0,44
0x3f2a,BANGRES08DEL02,12.906229,77.596791,13.036229,77.726791,12-03-2022,21:20,21:25,Cloudy,Jam,Metropolitian,scooter,2,1.0,30,BANG,2022-03-12,21:20:00,21:25:00,21.0,30
0x3d82,JAPRES05DEL02,26.905287,75.794592,26.925287,75.814592,01-04-2022,09:15,09:20,Sunny,Low,Urban,scooter,1,1.0,18,JAP,2022-04-01,09:15:00,09:20:00,9.0,18
0xbc6f,INDORES07DEL01,22.722634,75.886959,22.792634,75.956959,10-03-2022,18:25,18:40,Fog,Medium,Metropolitian,scooter,1,1.0,29,INDO,2022-03-10,18:25:00,18:40:00,18.0,29
0xc54c,LUDHRES14DEL03,30.892978,75.821847,30.952978,75.881847,11-02-2022,22:35,22:40,Cloudy,Low,Metropolitian,motorcycle,1,0.0,11,LUDH,2022-02-11,22:35:00,22:40:00,22.0,11
0xa7b8,BANGRES13DEL03,12.935662,77.61413,12.965662,77.64413,26-03-2022,18:10,18:20,Stormy,Medium,Metropolitian,scooter,1,1.0,20,BANG,2022-03-26,18:10:00,18:20:00,18.0,20
0x159f,JAPRES17DEL03,26.892312,75.806896,26.922313,75.836896,01-04-2022,23:30,23:45,Cloudy,Low,Metropolitian,motorcycle,0,0.0,24,JAP,2022-04-01,23:30:00,23:45:00,23.0,24
0x5b39,COIMBRES010DEL01,11.003008,76.97544,11.013008,76.98544,01-03-2022,10:30,10:45,Fog,Low,Metropolitian,motorcycle,0,0.0,22,COIMB,2022-03-01,10:30:00,10:45:00,10.0,22
0xad1a,COIMBRES03DEL01,11.025083,77.015393,11.065083,77.055393,09-03-2022,13:15,13:30,Sunny,High,Urban,motorcycle,0,1.0,27,COIMB,2022-03-09,13:15:00,13:30:00,13.0,27
0xac3e,SURRES18DEL01,21.149834,72.778666,21.259834,72.888666,04-04-2022,19:40,19:50,Stormy,Jam,Metropolitian,motorcycle,1,0.0,21,SUR,2022-04-04,19:40:00,19:50:00,19.0,21
0x4bfd,HYDRES12DEL01,17.429585,78.392621,17.439585,78.402621,15-03-2022,09:50,10:05,Fog,Low,Urban,motorcycle,0,1.0,29,HYD,2022-03-15,09:50:00,10:05:00,9.0,29
0x356a,SURRES17DEL03,21.149569,72.772697,21.239569,72.862697,12-03-2022,19:55,20:05,Fog,Jam,Metropolitian,motorcycle,1,1.0,32,SUR,2022-03-12,19:55:00,20:05:00,19.0,32
0x8d45,MYSRES06DEL01,12.323994,76.626167,12.333994,76.636167,17-03-2022,08:35,08:50,Sunny,Low,Metropolitian,motorcycle,0,0.0,29,MYS,2022-03-17,08:35:00,08:50:00,8.0,29
0x7dcd,COIMBRES04DEL02,11.024839,77.007003,11.044839,77.027003,13-03-2022,10:45,0.458333333,Stormy,Low,Metropolitian,scooter,1,1.0,24,COIMB,2022-03-13,10:45:00,,10.0,24
0x9440,HYDRES16DEL01,17.440827,78.393391,17.450827,78.403391,30-03-2022,09:30,09:35,Sunny,Low,Urban,motorcycle,1,0.0,24,HYD,2022-03-30,09:30:00,09:35:00,9.0,24
0x6763,JAPRES06DEL01,26.911927,75.797282,26.921927,75.807282,21-03-2022,09:30,09:40,Windy,Low,Metropolitian,motorcycle,0,1.0,28,JAP,2022-03-21,09:30:00,09:40:00,9.0,28
0xdf8,HYDRES02DEL03,17.41233,78.449654,17.50233,78.539654,02-03-2022,18:50,18:55,Sandstorms,Medium,Urban,motorcycle,0,1.0,41,HYD,2022-03-02,18:50:00,18:55:00,18.0,41
0x8d2d,PUNERES19DEL02,18.563934,73.915367,18.583935,73.935367,17-03-2022,08:50,0.375,Fog,Low,Urban,motorcycle,0,1.0,22,PUNE,2022-03-17,08:50:00,,8.0,22
0xac4,COIMBRES16DEL02,11.010375,76.95295,11.140375,77.08295,27-03-2022,18:15,18:25,Sunny,Medium,Metropolitian,motorcycle,1,1.0,19,COIMB,2022-03-27,18:15:00,18:25:00,18.0,19
0xd529,KNPRES20DEL01,26.47,80.35,26.54,80.42,12-02-2022,20:40,20:55,Cloudy,Jam,Metropolitian,scooter,1,1.0,37,KNP,2022-02-12,20:40:00,20:55:00,20.0,37
0xcd52,DEHRES09DEL03,30.332735,78.054222,30.472735,78.194222,18-02-2022,23:30,23:45,Windy,Low,Metropolitian,scooter,2,0.0,18,DEH,2022-02-18,23:30:00,23:45:00,23.0,18
0xc633,KOLRES17DEL03,22.569358,88.433452,22.629358,88.493452,11-02-2022,22:10,22:25,Cloudy,Low,Metropolitian,motorcycle,0,0.0,23,KOL,2022-02-11,22:10:00,22:25:00,22.0,23
0x94fa,HYDRES01DEL02,17.410371,78.437225,17.540371,78.567225,23-03-2022,22:30,22:45,Stormy,Low,Metropolitian,scooter,2,1.0,25,HYD,2022-03-23,22:30:00,22:45:00,22.0,25
0xcf23,KOCRES11DEL02,10.006881,76.345397,10.026881,76.365397,11-02-2022,11:20,11:30,Windy,High,Metropolitian,scooter,1,1.0,27,KOC,2022-02-11,11:20:00,11:30:00,11.0,27
0xe151,BHPRES20DEL03,23.235123,77.398886,23.295123,77.458886,15-02-2022,18:10,18:15,Stormy,Medium,Metropolitian,motorcycle,2,1.0,33,BHP,2022-02-15,18:10:00,18:15:00,18.0,33
0x59f0,MUMRES16DEL01,19.120083,72.907385,19.160083,72.947385,09-03-2022,12:40,12:45,Stormy,High,Urban,motorcycle,0,1.0,32,MUM,2022-03-09,12:40:00,12:45:00,12.0,32
0x6711,JAPRES09DEL03,26.911378,75.789034,27.001378,75.879034,31-03-2022,17:50,0.75,Fog,Medium,Metropolitian,motorcycle,0,1.0,35,JAP,2022-03-31,17:50:00,,17.0,35
0x682f,MYSRES07DEL02,12.325461,76.632278,12.375461,76.682278,13-03-2022,22:10,22:15,Fog,Low,Metropolitian,scooter,1,1.0,18,MYS,2022-03-13,22:10:00,22:15:00,22.0,18
0x8dbb,MYSRES12DEL01,12.284747,76.625861,12.354747,76.695861,23-03-2022,18:45,18:55,Cloudy,Medium,Metropolitian,scooter,2,2.0,39,MYS,2022-03-23,18:45:00,18:55:00,18.0,39
0x9b2b,BANGRES09DEL01,12.934179,77.615797,13.044179,77.725797,20-03-2022,18:35,18:45,Fog,Medium,Metropolitian,scooter,1,2.0,39,BANG,2022-03-20,18:35:00,18:45:00,18.0,39
0x948e,BANGRES05DEL01,12.970324,77.645748,13.040324,77.715748,31-03-2022,18:20,18:35,Windy,Medium,Metropolitian,motorcycle,2,1.0,22,BANG,2022-03-31,18:20:00,18:35:00,18.0,22
0xc5fe,KNPRES18DEL03,26.474133,80.3481,26.504133,80.3781,13-02-2022,17:20,17:30,Sandstorms,Medium,Metropolitian,scooter,1,1.0,27,KNP,2022-02-13,17:20:00,17:30:00,17.0,27
